Player,Nation,Pos,Squad,Age,Goals,Shots,Shots on Target,Shots on Target %,Average Shot Distance,Freekicks Attempted,Penalties Scored,Penalties Attempted,xG,Non-penalty xG,Non-penalty xG/shot,Goals - xG,Non-penalty Goals - Non-penalty xG,Passes Completed,Passes Attempted,Pass Completion %,Passing Distance,Progressive Passing Distance,Short Passes Completed,Short Passes Attempted,Short Pass Completion %,Medium Passes Completed,Medium Passes Attempted,Medium Pass Completion %,Long Passes Completed,Long Passes Attempted,Long Pass Completion %,Assists,xA,Assists - xA,Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes Completed,Open-play Passes,Dead-ball Passes,Free-kick Passes,Throughballs,Passes under Pressure,Switches,Crosses,Corner Kicks,Inswinging Corners,Outswinging Corners,Straight Corners,Ground Passes,Low Passes,High Passes,Passes from Left Foot,Passes from Right Foot,Headed Passes,Throw-ins Taken,Passes from Other Bodypart,Offside Passes,Out-of-bound Passes,Passes Intercepted,Passes Blocked,Shot-creating Actions,Open-play Shot-creating Passes,Dead-ball Shot-creating Actions,Shot-creating Dribbles,Shot-creating Shots,Shot-creating Actions Fouls Drawn,Shot-creating Defensive Actions,Goal-creating Actions,Open-play Goal-creating Passes,Dead-ball Goal-creating Actions,Goal-creating Dribbles,Goal-creating Shots,Goal-creating Fouls Drawn,Goal-creating Defensive Actions,Action leading to Opposition Own-goal,Tackles Attempted,Tackles Won,Defensive Third Tackles,Middle Third Tackles,Final Third Tackles,Successful Tackles vs Dribblers,Attempted Tackles vs Dribblers,Tackle success % vs Dribblers,Unsuccessful Tackles vs Dribblers,Pressures,Successful Pressures,Pressure Success %,Defensive Third Pressures,Middle Third Pressures,Final Third Pressures,Blocks,Shots Blocked,Shot on Target Blocked,Interceptions,Clearances,Errors,Touches,Touches in Own Penalty Area,Touches in Defensive Third,Touches in Middle Third,Touches in Attacking Third,Touches in Penalty Area,Open-play Touches,Successful Dribbles,Attempted Dribbles,Dribble Success %,Number of Players Dribbled,Nutmegs,Carries,Total Distance Carried,Progressive Distance Carried,Progressive Carries,Carries into Final Third,Carries into Penalty Area,Times Misplaced,Times Dispossessed,Attempted Ball Receipts,Successful Ball Receipts,Successful Ball Receipt %,Progressive Passes Received,90s,Yellow Cards,Red Cards,Second Yellow Cards,Fouls Committed,Fouls Drawn,Offsides,Penalties Won,Penalties Conceded,Own-goals,Recoveries,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Success %,Turnovers,Open-play Shot-creating Actions,Non-penalty Goals
Simone Magill,nir NIR,"FW,MF",Everton,26-170,6.0,13.0,10.0,76.9,12.0,0.0,0.0,0.0,3.1,3.1,0.24,2.9,2.9,119.0,179.0,66.5,1448.0,182.0,73.0,97.0,75.3,32.0,46.0,69.6,2.0,8.0,25.0,1.0,0.6,0.4,4.0,5.0,2.0,0.0,5.0,170.0,9.0,0.0,0.0,70.0,1.0,1.0,0.0,0.0,0.0,0.0,130.0,32.0,17.0,36.0,121.0,9.0,0.0,2.0,1.0,5.0,2.0,18.0,13.0,10.0,0.0,0.0,0.0,3.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,13.0,2.0,8.0,8.0,3.0,12.0,25.0,9.0,187.0,71.0,38.0,9.0,69.0,109.0,15.0,1.0,0.0,4.0,4.0,0.0,306.0,5.0,20.0,138.0,157.0,34.0,297.0,5.0,6.0,83.3,5.0,0.0,189.0,631.0,254.0,14.0,3.0,3.0,34.0,25.0,374.0,199.0,53.2,56.0,7.3,1.0,0.0,0.0,5.0,12.0,2.0,1.0,0.0,0.0,42.0,16.0,25.0,39.0,59.0,13.0,6.0
Leonie Maier,de GER,DF,Arsenal,28-203,0.0,2.0,0.0,0.0,24.1,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,255.0,333.0,76.6,4295.0,1695.0,123.0,152.0,80.9,113.0,139.0,81.3,15.0,28.0,53.6,0.0,0.2,-0.2,3.0,20.0,6.0,1.0,31.0,266.0,67.0,4.0,1.0,37.0,3.0,6.0,0.0,0.0,0.0,0.0,187.0,79.0,67.0,72.0,180.0,15.0,63.0,1.0,4.0,4.0,15.0,8.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,7.0,0.0,4.0,2.0,8.0,25.0,6.0,85.0,35.0,41.2,37.0,30.0,18.0,16.0,2.0,0.0,8.0,8.0,0.0,397.0,13.0,115.0,175.0,119.0,12.0,333.0,0.0,1.0,0.0,1.0,0.0,218.0,783.0,474.0,23.0,7.0,1.0,9.0,8.0,242.0,221.0,91.3,9.0,5.1,2.0,0.0,0.0,7.0,6.0,1.0,0.0,0.0,0.0,59.0,4.0,5.0,44.4,17.0,9.0,0.0
Aoife Mannion,eng ENG,DF,Manchester City,25-208,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,128.0,139.0,92.1,2622.0,676.0,43.0,45.0,95.6,67.0,71.0,94.4,17.0,22.0,77.3,0.0,0.0,0.0,0.0,5.0,0.0,0.0,6.0,131.0,8.0,0.0,0.0,27.0,5.0,0.0,0.0,0.0,0.0,0.0,117.0,10.0,12.0,12.0,116.0,2.0,8.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,3.0,1.0,0.0,2.0,2.0,100.0,0.0,10.0,5.0,50.0,6.0,4.0,0.0,2.0,1.0,0.0,3.0,7.0,0.0,155.0,19.0,85.0,75.0,10.0,1.0,147.0,0.0,0.0,,0.0,0.0,124.0,802.0,491.0,4.0,0.0,0.0,1.0,1.0,125.0,121.0,96.8,0.0,1.4,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,3.0,25.0,2.0,0.0,0.0
Noëlle Maritz,ch SUI,DF,Arsenal,25-118,0.0,3.0,1.0,33.3,17.2,0.0,0.0,0.0,0.4,0.4,0.12,-0.4,-0.4,415.0,497.0,83.5,6460.0,2493.0,228.0,259.0,88.0,160.0,176.0,90.9,20.0,43.0,46.5,2.0,0.4,1.6,5.0,27.0,5.0,2.0,35.0,390.0,107.0,3.0,0.0,48.0,6.0,14.0,1.0,1.0,0.0,0.0,320.0,105.0,72.0,142.0,239.0,7.0,103.0,2.0,0.0,12.0,13.0,17.0,18.0,11.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,8.0,11.0,5.0,0.0,11.0,16.0,68.8,5.0,78.0,23.0,29.5,35.0,31.0,12.0,14.0,1.0,0.0,7.0,19.0,0.0,577.0,14.0,183.0,264.0,164.0,14.0,472.0,14.0,25.0,56.0,17.0,0.0,366.0,1555.0,828.0,34.0,15.0,2.0,4.0,12.0,367.0,339.0,92.4,12.0,7.4,1.0,0.0,0.0,7.0,8.0,0.0,0.0,0.0,0.0,75.0,9.0,5.0,64.3,16.0,16.0,0.0
Ella Mastrantonio,au AUS,MF,Bristol City,29-088,0.0,5.0,0.0,0.0,25.7,2.0,0.0,0.0,0.2,0.2,0.04,-0.2,-0.2,278.0,347.0,80.1,5867.0,1786.0,80.0,101.0,79.2,139.0,154.0,90.3,52.0,79.0,65.8,2.0,0.5,1.5,7.0,27.0,1.0,0.0,36.0,315.0,32.0,22.0,1.0,51.0,14.0,4.0,10.0,4.0,0.0,3.0,241.0,41.0,65.0,42.0,295.0,9.0,0.0,1.0,1.0,7.0,9.0,6.0,14.0,8.0,3.0,0.0,0.0,1.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,29.0,20.0,9.0,16.0,4.0,10.0,34.0,29.4,24.0,216.0,66.0,30.6,87.0,115.0,14.0,14.0,1.0,0.0,13.0,23.0,0.0,436.0,26.0,144.0,253.0,58.0,2.0,402.0,9.0,10.0,90.0,9.0,0.0,260.0,916.0,341.0,9.0,0.0,0.0,6.0,6.0,254.0,226.0,89.0,5.0,9.9,1.0,0.0,0.0,18.0,9.0,0.0,0.0,0.0,0.0,91.0,2.0,4.0,33.3,12.0,11.0,0.0
Jasmine Matthews,eng ENG,"DF,MF",Bristol City,28-027,0.0,3.0,0.0,0.0,9.8,0.0,0.0,0.0,0.4,0.4,0.12,-0.4,-0.4,200.0,262.0,76.3,4376.0,1417.0,59.0,66.0,89.4,96.0,110.0,87.3,43.0,80.0,53.8,1.0,0.5,0.5,1.0,13.0,0.0,0.0,8.0,256.0,6.0,6.0,1.0,50.0,5.0,1.0,0.0,0.0,0.0,0.0,163.0,40.0,59.0,212.0,31.0,16.0,0.0,1.0,1.0,9.0,5.0,4.0,5.0,3.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,4.0,3.0,0.0,3.0,6.0,50.0,3.0,80.0,31.0,38.8,59.0,21.0,0.0,29.0,14.0,1.0,6.0,66.0,1.0,386.0,97.0,271.0,116.0,12.0,4.0,380.0,10.0,15.0,66.7,11.0,1.0,211.0,1008.0,545.0,7.0,0.0,0.0,3.0,10.0,170.0,161.0,94.7,2.0,8.9,1.0,0.0,0.0,9.0,1.0,0.0,0.0,1.0,0.0,111.0,9.0,16.0,36.0,13.0,4.0,0.0
Sarah Mayling,eng ENG,"MF,DF",Birmingham City,24-031,0.0,5.0,0.0,0.0,16.0,1.0,0.0,0.0,0.3,0.3,0.06,-0.3,-0.3,318.0,545.0,58.3,5172.0,2868.0,172.0,225.0,76.4,106.0,181.0,58.6,31.0,99.0,31.3,4.0,1.0,3.0,12.0,25.0,7.0,4.0,38.0,393.0,152.0,14.0,0.0,78.0,8.0,20.0,21.0,12.0,2.0,5.0,216.0,149.0,180.0,35.0,358.0,26.0,117.0,0.0,1.0,21.0,29.0,32.0,20.0,11.0,8.0,1.0,0.0,0.0,0.0,7.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,41.0,23.0,21.0,17.0,3.0,18.0,37.0,48.6,19.0,254.0,69.0,27.2,97.0,113.0,44.0,44.0,3.0,0.0,18.0,27.0,0.0,739.0,42.0,233.0,327.0,202.0,10.0,590.0,11.0,25.0,44.0,13.0,3.0,343.0,1250.0,671.0,24.0,8.0,2.0,23.0,26.0,408.0,297.0,72.8,23.0,14.4,1.0,0.0,0.0,11.0,8.0,1.0,0.0,0.0,0.0,142.0,10.0,17.0,37.0,49.0,12.0,0.0
Katie McCabe,ie IRL,DF,Arsenal,25-211,3.0,21.0,11.0,52.4,22.0,5.0,0.0,0.0,1.9,1.9,0.09,1.1,1.1,895.0,1177.0,76.0,17810.0,6979.0,327.0,376.0,87.0,427.0,520.0,82.1,133.0,248.0,53.6,11.0,5.3,5.7,41.0,51.0,32.0,14.0,92.0,940.0,237.0,35.0,0.0,98.0,50.0,56.0,44.0,11.0,19.0,5.0,689.0,171.0,317.0,868.0,109.0,31.0,158.0,3.0,2.0,14.0,41.0,32.0,66.0,31.0,26.0,2.0,1.0,3.0,3.0,14.0,5.0,7.0,1.0,0.0,0.0,1.0,0.0,33.0,21.0,13.0,15.0,5.0,17.0,32.0,53.1,15.0,175.0,73.0,41.7,70.0,68.0,37.0,31.0,2.0,0.0,24.0,33.0,0.0,1382.0,38.0,407.0,619.0,438.0,50.0,1155.0,31.0,47.0,66.0,32.0,0.0,869.0,3840.0,2210.0,88.0,24.0,13.0,23.0,25.0,898.0,843.0,93.9,57.0,15.3,3.0,0.0,0.0,11.0,22.0,2.0,0.0,1.0,0.0,167.0,9.0,18.0,33.3,48.0,40.0,3.0
Chloe McCarron,nir NIR,MF,Birmingham City,23-119,0.0,3.0,1.0,33.3,30.3,0.0,0.0,0.0,0.1,0.1,0.02,-0.1,-0.1,51.0,78.0,65.4,748.0,204.0,29.0,35.0,82.9,18.0,27.0,66.7,3.0,13.0,23.1,0.0,0.1,-0.1,1.0,1.0,2.0,1.0,7.0,78.0,0.0,0.0,0.0,14.0,0.0,2.0,0.0,0.0,0.0,0.0,48.0,13.0,17.0,5.0,72.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,4.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,3.0,6.0,1.0,3.0,10.0,30.0,7.0,78.0,30.0,38.5,29.0,41.0,8.0,7.0,0.0,0.0,3.0,4.0,0.0,115.0,9.0,33.0,65.0,22.0,0.0,115.0,3.0,5.0,60.0,3.0,0.0,61.0,203.0,102.0,5.0,1.0,0.0,2.0,7.0,56.0,51.0,91.1,5.0,3.3,1.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,33.0,0.0,1.0,0.0,9.0,4.0,0.0
Olivia McLoughlin,eng ENG,"FW,DF",Aston Villa LFC,16-187,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,32.0,42.0,76.2,460.0,89.0,21.0,25.0,84.0,7.0,11.0,63.6,3.0,5.0,60.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,40.0,2.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,2.0,7.0,8.0,29.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,1.0,3.0,33.3,2.0,51.0,14.0,27.5,14.0,28.0,9.0,4.0,0.0,0.0,1.0,1.0,0.0,62.0,3.0,19.0,36.0,9.0,0.0,60.0,4.0,5.0,80.0,5.0,0.0,43.0,159.0,72.0,3.0,0.0,0.0,2.0,7.0,48.0,28.0,58.3,4.0,1.9,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,24.0,1.0,1.0,50.0,9.0,1.0,0.0
Abbie McManus,eng ENG,DF,Tottenham,28-096,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,353.0,451.0,78.3,8185.0,3791.0,72.0,84.0,85.7,204.0,224.0,91.1,76.0,135.0,56.3,0.0,0.1,-0.1,2.0,26.0,2.0,0.0,34.0,432.0,19.0,12.0,0.0,50.0,10.0,1.0,0.0,0.0,0.0,0.0,299.0,45.0,107.0,25.0,402.0,14.0,7.0,1.0,1.0,10.0,16.0,10.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,9.0,2.0,0.0,6.0,15.0,40.0,9.0,68.0,17.0,25.0,51.0,16.0,1.0,13.0,9.0,0.0,16.0,53.0,1.0,545.0,126.0,365.0,199.0,6.0,0.0,527.0,2.0,2.0,100.0,2.0,0.0,342.0,1668.0,833.0,9.0,0.0,0.0,1.0,0.0,322.0,318.0,98.8,0.0,8.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,104.0,11.0,4.0,73.3,1.0,2.0,0.0
Beth Mead,eng ENG,FW,Arsenal,25-346,4.0,34.0,12.0,35.3,18.8,2.0,0.0,0.0,2.7,2.7,0.08,1.3,1.3,435.0,623.0,69.8,8139.0,2299.0,189.0,238.0,79.4,172.0,220.0,78.2,61.0,122.0,50.0,7.0,6.1,0.9,30.0,28.0,27.0,12.0,52.0,556.0,67.0,15.0,6.0,102.0,36.0,49.0,45.0,15.0,5.0,9.0,431.0,74.0,118.0,118.0,480.0,9.0,6.0,5.0,4.0,14.0,16.0,29.0,59.0,37.0,7.0,5.0,1.0,6.0,3.0,11.0,9.0,0.0,1.0,0.0,1.0,0.0,0.0,32.0,24.0,7.0,13.0,12.0,8.0,24.0,33.3,16.0,249.0,83.0,33.3,40.0,109.0,100.0,23.0,0.0,0.0,16.0,4.0,0.0,840.0,6.0,89.0,302.0,495.0,83.0,776.0,29.0,56.0,51.8,31.0,1.0,630.0,2680.0,1544.0,94.0,22.0,18.0,40.0,31.0,775.0,577.0,74.5,135.0,14.7,2.0,1.0,1.0,14.0,39.0,5.0,1.0,0.0,0.0,112.0,6.0,18.0,25.0,71.0,52.0,4.0
Sam Mewis,us USA,MF,Manchester City,28-193,6.0,47.0,12.0,25.5,14.8,0.0,0.0,0.0,5.0,5.0,0.11,1.0,1.0,340.0,461.0,73.8,6030.0,1454.0,156.0,201.0,77.6,134.0,173.0,77.5,43.0,64.0,67.2,2.0,2.0,0.0,14.0,37.0,16.0,0.0,45.0,458.0,3.0,1.0,3.0,101.0,3.0,17.0,1.0,0.0,1.0,0.0,331.0,77.0,53.0,170.0,254.0,18.0,1.0,0.0,4.0,22.0,7.0,19.0,38.0,28.0,0.0,2.0,4.0,1.0,3.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,21.0,17.0,1.0,9.0,11.0,3.0,10.0,30.0,7.0,151.0,49.0,32.5,20.0,62.0,69.0,15.0,2.0,0.0,7.0,9.0,0.0,614.0,13.0,99.0,275.0,271.0,70.0,611.0,19.0,24.0,79.2,20.0,0.0,409.0,2439.0,1372.0,63.0,17.0,18.0,22.0,19.0,530.0,446.0,84.2,83.0,11.0,1.0,0.0,0.0,13.0,11.0,1.0,0.0,0.0,0.0,98.0,25.0,12.0,67.6,41.0,38.0,6.0
Vivianne Miedema,nl NED,FW,Arsenal,24-279,17.0,91.0,38.0,41.8,13.3,1.0,0.0,0.0,15.2,15.2,0.17,1.8,1.8,326.0,436.0,74.8,5770.0,1275.0,160.0,195.0,82.1,110.0,143.0,76.9,44.0,61.0,72.1,5.0,3.2,1.8,16.0,24.0,25.0,3.0,51.0,413.0,23.0,0.0,3.0,80.0,13.0,26.0,4.0,0.0,0.0,0.0,315.0,74.0,47.0,98.0,317.0,10.0,2.0,0.0,2.0,7.0,21.0,26.0,67.0,35.0,1.0,15.0,14.0,1.0,1.0,19.0,12.0,0.0,3.0,3.0,0.0,1.0,0.0,5.0,3.0,1.0,2.0,2.0,1.0,11.0,9.1,10.0,168.0,42.0,25.0,8.0,48.0,112.0,7.0,1.0,0.0,5.0,6.0,0.0,681.0,8.0,26.0,248.0,447.0,169.0,659.0,42.0,75.0,56.0,46.0,5.0,548.0,2681.0,1266.0,89.0,18.0,30.0,41.0,47.0,860.0,547.0,63.6,157.0,16.7,0.0,0.0,0.0,9.0,11.0,9.0,0.0,0.0,0.0,79.0,19.0,22.0,46.3,88.0,66.0,17.0
Aurora Mikalsen,no NOR,GK,Tottenham,25-030,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,135.0,174.0,77.6,3758.0,2164.0,24.0,25.0,96.0,63.0,63.0,100.0,48.0,85.0,56.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,109.0,65.0,9.0,0.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,93.0,12.0,69.0,120.0,21.0,0.0,0.0,27.0,0.0,4.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,180.0,164.0,180.0,0.0,0.0,0.0,116.0,1.0,1.0,100.0,1.0,0.0,93.0,433.0,297.0,0.0,0.0,0.0,0.0,0.0,69.0,67.0,97.1,0.0,5.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,,0.0,1.0,0.0
Emma Mitchell,sco SCO,DF,Reading,28-213,0.0,10.0,4.0,40.0,24.9,1.0,0.0,0.0,0.4,0.4,0.04,-0.4,-0.4,543.0,790.0,68.7,10451.0,5545.0,218.0,274.0,79.6,246.0,312.0,78.8,74.0,174.0,42.5,4.0,2.0,2.0,18.0,50.0,17.0,7.0,73.0,591.0,199.0,21.0,2.0,104.0,15.0,31.0,19.0,13.0,0.0,0.0,354.0,176.0,260.0,457.0,132.0,33.0,159.0,2.0,3.0,25.0,32.0,30.0,30.0,20.0,7.0,1.0,1.0,1.0,0.0,5.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,41.0,26.0,24.0,14.0,3.0,13.0,39.0,33.3,26.0,215.0,70.0,32.6,110.0,75.0,30.0,26.0,3.0,0.0,29.0,51.0,1.0,976.0,56.0,316.0,459.0,243.0,13.0,778.0,21.0,33.0,63.6,24.0,4.0,498.0,2108.0,1309.0,53.0,12.0,4.0,9.0,13.0,493.0,444.0,90.1,25.0,13.4,2.0,0.0,0.0,16.0,11.0,1.0,0.0,1.0,0.0,169.0,17.0,7.0,70.8,22.0,23.0,0.0
Maren Mjelde,no NOR,DF,Chelsea,31-165,2.0,3.0,0.0,0.0,33.5,1.0,2.0,2.0,1.6,0.1,0.03,0.4,-0.1,850.0,1006.0,84.5,16531.0,5102.0,307.0,351.0,87.5,436.0,480.0,90.8,104.0,154.0,67.5,1.0,1.4,-0.4,16.0,42.0,9.0,3.0,60.0,805.0,201.0,16.0,1.0,90.0,14.0,16.0,24.0,12.0,5.0,5.0,656.0,183.0,167.0,49.0,747.0,32.0,161.0,2.0,2.0,15.0,17.0,23.0,26.0,16.0,9.0,0.0,1.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,26.0,15.0,9.0,12.0,5.0,10.0,24.0,41.7,14.0,120.0,51.0,42.5,43.0,48.0,29.0,20.0,2.0,0.0,6.0,43.0,2.0,1130.0,48.0,333.0,574.0,287.0,26.0,932.0,13.0,23.0,56.5,14.0,2.0,690.0,2994.0,1699.0,81.0,23.0,6.0,9.0,10.0,701.0,668.0,95.3,22.0,13.5,1.0,0.0,0.0,14.0,5.0,0.0,0.0,0.0,0.0,164.0,24.0,11.0,68.6,19.0,17.0,0.0
Ingrid Moe Wold,no NOR,DF,Everton,31-081,0.0,5.0,0.0,0.0,24.6,0.0,0.0,0.0,0.1,0.1,0.03,-0.1,-0.1,767.0,992.0,77.3,12941.0,5832.0,373.0,437.0,85.4,336.0,421.0,79.8,54.0,105.0,51.4,1.0,1.4,-0.4,15.0,45.0,8.0,5.0,60.0,718.0,274.0,14.0,1.0,119.0,2.0,21.0,0.0,0.0,0.0,0.0,514.0,226.0,252.0,59.0,601.0,61.0,260.0,1.0,2.0,18.0,30.0,31.0,27.0,22.0,5.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,10.0,12.0,5.0,3.0,4.0,19.0,21.1,15.0,152.0,56.0,36.8,55.0,68.0,29.0,16.0,5.0,0.0,29.0,52.0,0.0,1133.0,39.0,380.0,529.0,281.0,18.0,864.0,9.0,20.0,45.0,10.0,0.0,548.0,3097.0,1686.0,66.0,24.0,4.0,6.0,6.0,621.0,548.0,88.2,14.0,16.2,1.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,179.0,15.0,7.0,68.2,12.0,22.0,0.0
Grace Moloney,ie IRL,GK,Reading,28-050,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,599.0,788.0,76.0,15158.0,8772.0,117.0,119.0,98.3,296.0,299.0,99.0,167.0,350.0,47.7,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,552.0,236.0,69.0,0.0,56.0,5.0,0.0,0.0,0.0,0.0,0.0,449.0,43.0,296.0,44.0,595.0,0.0,0.0,103.0,1.0,13.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,4.0,14.0,3.0,21.4,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,848.0,725.0,840.0,8.0,0.0,0.0,613.0,0.0,0.0,,0.0,0.0,434.0,2033.0,1200.0,0.0,0.0,0.0,0.0,0.0,365.0,364.0,99.7,0.0,19.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,137.0,0.0,0.0,,0.0,0.0,0.0
Alex Morgan,us USA,FW,Tottenham,31-292,2.0,4.0,1.0,25.0,17.9,0.0,2.0,2.0,2.1,0.6,0.14,-0.1,-0.6,39.0,68.0,57.4,682.0,131.0,20.0,30.0,66.7,15.0,21.0,71.4,3.0,10.0,30.0,0.0,0.4,-0.4,1.0,5.0,0.0,0.0,5.0,65.0,3.0,0.0,0.0,21.0,4.0,5.0,0.0,0.0,0.0,0.0,40.0,12.0,16.0,39.0,15.0,6.0,1.0,0.0,0.0,6.0,5.0,3.0,5.0,2.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,1.0,3.0,33.3,2.0,34.0,12.0,35.3,1.0,9.0,24.0,1.0,0.0,0.0,1.0,0.0,0.0,103.0,0.0,8.0,55.0,43.0,13.0,99.0,4.0,8.0,50.0,4.0,0.0,71.0,285.0,109.0,6.0,1.0,3.0,10.0,7.0,121.0,80.0,66.1,23.0,2.7,0.0,0.0,0.0,2.0,3.0,2.0,1.0,0.0,0.0,12.0,8.0,4.0,66.7,17.0,5.0,0.0
Esme Morgan,eng ENG,DF,Manchester City,20-184,0.0,3.0,0.0,0.0,10.1,0.0,0.0,0.0,0.2,0.2,0.06,-0.2,-0.2,678.0,745.0,91.0,12717.0,3640.0,272.0,293.0,92.8,320.0,346.0,92.5,82.0,93.0,88.2,0.0,0.2,-0.2,2.0,57.0,4.0,0.0,43.0,643.0,102.0,5.0,1.0,65.0,9.0,4.0,0.0,0.0,0.0,0.0,583.0,109.0,53.0,141.0,491.0,14.0,97.0,0.0,2.0,5.0,13.0,9.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,7.0,2.0,12.0,2.0,7.0,12.0,58.3,5.0,120.0,47.0,39.2,32.0,66.0,22.0,17.0,0.0,0.0,19.0,19.0,0.0,830.0,18.0,225.0,510.0,148.0,5.0,730.0,12.0,18.0,66.7,12.0,0.0,555.0,2334.0,1285.0,38.0,16.0,0.0,5.0,7.0,595.0,571.0,96.0,9.0,8.4,0.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,83.0,8.0,6.0,57.1,12.0,11.0,0.0
Esther Morgan,wal WAL,DF,Tottenham,18-235,0.0,1.0,0.0,0.0,30.7,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,220.0,279.0,78.9,3367.0,1403.0,117.0,137.0,85.4,96.0,112.0,85.7,6.0,21.0,28.6,0.0,0.0,0.0,0.0,7.0,1.0,1.0,12.0,190.0,89.0,5.0,0.0,26.0,1.0,3.0,0.0,0.0,0.0,0.0,149.0,61.0,69.0,31.0,149.0,10.0,84.0,0.0,0.0,11.0,13.0,5.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,15.0,17.0,13.0,2.0,14.0,22.0,63.6,8.0,123.0,29.0,23.6,62.0,55.0,6.0,14.0,4.0,1.0,13.0,24.0,0.0,379.0,20.0,144.0,186.0,58.0,0.0,290.0,5.0,12.0,41.7,6.0,2.0,170.0,481.0,253.0,11.0,2.0,0.0,10.0,10.0,166.0,142.0,85.5,4.0,5.9,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,58.0,11.0,8.0,57.9,20.0,1.0,0.0
